reportYear,bplcId,bplcNm,locplcAdres,induty,matterNm,casNo,ctprvnCdRmate,signguCdRmate
2024,ABT720N,GS에코메탈(주),울산광역시 울주군 온산읍 화산1길 75-34 GS에코메탈(주),기타 1차 비철금속 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAY880N,SK에너지 주식회사 울산CLX,울산광역시 남구 신여천로 2 ,원유 정제처리업,염산,7647-01-0,울산광역시,남구
2024,ABX890N,㈜씨엠원,울산광역시 울주군 온산읍 화산2길 12 ,그 외 기타 분류 안된 화학제품 제조업,염산,7647-01-0,울산광역시,울주군
2024,ACH979N,고도화학(주),울산광역시 울주군 온산읍 회학3길 56-5  ,기타 기초 무기화학 물질 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK661N,금호석유화학(주)울산고무공장,울산광역시 남구 상개로 64 금호석유화학(주) 울산고무공장,합성고무 제조업,염산,7647-01-0,울산광역시,남구
2024,AFK869N,노동자종합복지회관,울산광역시 남구 삼산중로 144 ,사업시설 유지ㆍ관리 서비스업,염산,7647-01-0,울산광역시,남구
2024,ABN181N,대륙금속㈜,울산광역시 울주군 청량읍 처용산업5길 51 대륙금속㈜,그 외 자동차용 신품 부품 제조업,염산,7647-01-0,울산광역시,울주군
2024,ABQ325N,대암산업(주),울산광역시 남구 용연로98번길 16 (용연동),도장 및 기타 피막 처리업,염산,7647-01-0,울산광역시,남구
2024,AAK687N,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134 대한유화(주)온산공장,석유화학계 기초 화학 물질 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK692N,덕산갈바텍(주),울산광역시 남구 용연로50번길 9 (용연동),도금업,염산,7647-01-0,울산광역시,남구
2024,AFD267N,덕산네오룩스(주),울산광역시 북구 무룡1로 66 네오룩스 CP사업부,기타 반도체 소자 제조업,염산,7647-01-0,울산광역시,북구
2024,AAK693N,덕산산업(주),울산광역시 북구 공단길 48 덕산산업(주),선박 구성 부분품 제조업,염산,7647-01-0,울산광역시,북구
2024,AFI764N,덕산하이메탈(주),울산광역시 북구 무룡1로 66 덕산하이메탈(주),기타 반도체 소자 제조업,염산,7647-01-0,울산광역시,북구
2024,ABQ347N,도담케미칼(주),울산광역시 울주군 온산읍 회학3길 38 502에이호(울산종합비즈니스센터),기타 화학 물질 및 화학제품 도매업,염산,7647-01-0,울산광역시,울주군
2024,AAW196N,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동),기타 기초 무기화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK722N,롯데케미칼(주)울산1공장,울산광역시 남구 사평로 119 ,석유화학계 기초 화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK723N,롯데케미칼(주)울산2공장,울산광역시 남구 용연로 184 롯데케미칼㈜ 울산2공장,석유화학계 기초 화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK728N,명진켐테크,울산광역시 울주군 청량읍 상남1길 16-10 명진켐테크,기타 화학 물질 및 화학제품 도매업,염산,7647-01-0,울산광역시,울주군
2024,AAK733N,무림P&P㈜,울산광역시 울주군 온산읍 우봉강양로 3-36 무림P&P㈜,펄프 제조업,염산,7647-01-0,울산광역시,울주군
2024,ABR107N,바스프퍼포먼스폴리아마이드코리아(주) 온산,울산광역시 울주군 온산읍 공단로 160 안전환경팀,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK749N,부산주공(주),울산광역시 울주군 온산읍 회학1길 54 ,자동차 엔진용 신품 부품 제조업,염산,7647-01-0,울산광역시,울주군
2024,ACJ097N,비케이이엔지(주),울산광역시 울주군 청량읍 상개로 14  ,산업용수 공급업,염산,7647-01-0,울산광역시,울주군
2024,ABQ758N,삼광화학상사,울산광역시 울주군 온양읍 남창로 952 삼광화학상사,상품 종합 중개업,염산,7647-01-0,울산광역시,울주군
2024,AAK759N,삼성에스디아이(주),울산광역시 울주군 삼남읍 반구대로 163 삼성에스디아이(주),축전지 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAQ565N,삼일화학(주),울산광역시 울주군 청량읍 온산로 347-24 삼일화학(주),기타 화학 물질 및 화학제품 도매업,염산,7647-01-0,울산광역시,울주군
2024,ABL097N,세기금속공업사,울산광역시 북구 송도길 23 울산광역시 북구 송도길 23         ,도금업,염산,7647-01-0,울산광역시,북구
2024,AAK789N,송원산업(주) 매암,울산광역시 남구 매암로 14 송원산업(주) 매암,그 외 기타 분류 안된 화학제품 제조업,염산,7647-01-0,울산광역시,남구
2024,ABA558N,신화이디테크(주),울산광역시 북구 효암로 354-6 (연암동),도장 및 기타 피막 처리업,염산,7647-01-0,울산광역시,북구
2024,AAK814N,애경케미칼(주)울산공장,울산광역시 남구 상개로 81 (상개동),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AEL874N,에스케이멀티유틸리티 주식회사,울산광역시 남구 처용로 718 SK멀티유틸리티 주식회사,"증기, 냉ㆍ온수 및 공기 조절 공급업",염산,7647-01-0,울산광역시,남구
2024,AAY001N,에스티엠(주),울산광역시 울주군 삼남면 반구대로 163 에스티엠(주),축전지 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK822N,에이스앤이(주),울산광역시 울주군 온산읍 회학3길 38-7 에이스앤이(주),그 외 기타 분류 안된 화학제품 제조업,염산,7647-01-0,울산광역시,울주군
2024,ABD032N,엘에스엠앤엠(주),울산광역시 울주군 온산읍 산암로 148 ,"동 제련, 정련 및 합금 제조업",염산,7647-01-0,울산광역시,울주군
2024,AAK853N,우수기업,울산광역시 남구 처용로 540 (성암동) ,도장 및 기타 피막 처리업,염산,7647-01-0,울산광역시,남구
2024,AFA718N,울산 지피에스 주식회사,울산광역시 남구 용잠로 124 울산 지피에스 주식회사,화력 발전업,염산,7647-01-0,울산광역시,남구
2024,ACV888N,울산시설공단,울산광역시 남구 문수로 44 문수실내수영장,지방행정 집행기관,염산,7647-01-0,울산광역시,남구
2024,ACZ075N,울산시설공단,울산광역시 중구 염포로 85-1 동천국민체육센터,지방행정 집행기관,염산,7647-01-0,울산광역시,중구
2024,ACP339N,울산시설공단(울산대공원),울산광역시 남구 대공원로 94 울산대공원 아쿠아시스,공공관계 서비스업,염산,7647-01-0,울산광역시,남구
2024,AAZ757N,울산알루미늄(주),울산광역시 남구 부두로 393 (여천동),"알루미늄 압연, 압출 및 연신제품 제조업",염산,7647-01-0,울산광역시,남구
2024,AAT378N,울산피피,울산광역시 남구 신항로716번길 20 울산광역시 남구 신항로 716번길 20,합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,ACB937N,유네코 주식회사,울산광역시 북구 효문2로 87 ,도금업,염산,7647-01-0,울산광역시,북구
2024,AAZ152N,유니램(주),울산광역시 울주군 삼남면 삼동로 23 유니램주식회사,전구 및 램프 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK870N,이리도스(주),울산광역시 울주군 온산읍 이진로 100 이리도스(주),"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",염산,7647-01-0,울산광역시,울주군
2024,ACH634N,인성에이앤티(주)울산유화공장,울산광역시 남구 납도로 64 (여천동) 여천동 ,그 외 기타 분류 안된 비금속 광물제품 제조업,염산,7647-01-0,울산광역시,남구
2024,AAV057N,조선선재온산,울산광역시 울주군 온산읍 화산2길 34-13 ,피복 및 충전 용접봉 제조업,염산,7647-01-0,울산광역시,울주군
2024,ABW872N,주식회사 켐프,울산광역시 북구 책골길 50 (주)켐프,도금업,염산,7647-01-0,울산광역시,북구
2024,AAW377N,주식회사바커케미칼코리아,울산광역시 남구 용연로 34(성암동) ,합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK923N,케이오씨(주),울산광역시 울주군 온산읍 이진로 67-34 ,기타 기초 무기화학 물질 제조업,염산,7647-01-0,울산광역시,울주군
2024,ABV674N,케이잼 주식회사,울산광역시 울주군 온산읍 당월로 216-51 케이잼 주식회사,"동 압연, 압출 및 연신제품 제조업",염산,7647-01-0,울산광역시,울주군
2024,AAP637N,케이지케미칼(주),울산광역시 울주군 온산읍 당월로 322 케이지케미칼(주),"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",염산,7647-01-0,울산광역시,울주군
2024,AAK928N,코리아피티지(주),울산광역시 남구 용연로179번길 15 코리아피티지(주),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK929N,코스모화학(주),울산광역시 울주군 온산읍 원봉로 55 코스모화학(주),무기 안료용 금속 산화물 및 관련 제품 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAP439N,코스포영남파워(주),울산광역시 남구 장생포로 373 코스포영남파워(주),화력 발전업,염산,7647-01-0,울산광역시,남구
2024,ADI012N,코텍코리아,울산광역시 중구 성안11길 32 (성안동) 코텍코리아 ,기타 화학 물질 및 화학제품 도매업,염산,7647-01-0,울산광역시,중구
2024,ADH544N,태화환경,울산광역시 남구 두왕로34번길 14 태화환경,물질 성분 검사 및 분석업,염산,7647-01-0,울산광역시,남구
2024,AEP956N,태화환경기술(주),"울산광역시 남구 두왕로34번길 14 3층, 5층(선암동, 태화빌딩)",물질 성분 검사 및 분석업,염산,7647-01-0,울산광역시,남구
2024,AAQ479N,파미셀(주)케미컬사업부문,울산광역시 울주군 온산읍 공단로 249 파미셀(주)케미컬사업부문,의약용 화합물 및 항생물질 제조업,염산,7647-01-0,울산광역시,울주군
2024,ACJ014N,하나산업㈜,울산광역시 울주군 두서면 서하구량길 196-17 하나산업(주) ,배합 사료 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK954N,한국동서발전(주) 울산발전본부,울산광역시 남구 용잠로 623 ,화력 발전업,염산,7647-01-0,울산광역시,남구
2024,AAZ136N,한국바스프(주),울산광역시 남구 신여천로 27 한국바스프(주) 울산화성공장,합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK956N,한국석유공업(주)울산공장,울산광역시 남구 처용로 91  (여천동),기타 석유 정제물 재처리업,염산,7647-01-0,울산광역시,남구
2024,ABA636N,한국수력원자력(주)새울원자력본부,울산광역시 울주군 서생면 해맞이로 658-63 한국수력원자력(주)새울원자력본부,원자력 발전업,염산,7647-01-0,울산광역시,울주군
2024,AAZ770N,한국알콜산업㈜,울산광역시 남구 상개로 66 ,주정 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK962N,한국엔지니어링플라스틱(주),울산광역시 남구 장생포고래로 84 한국엔지니어링플라스틱(주),합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK844N,한국유미코아촉매(유) 온산공장,울산광역시 울주군 온산읍 공단로 341 한국유미코아촉매(유) 온산공장,그 외 자동차용 신품 부품 제조업,염산,7647-01-0,울산광역시,울주군
2024,AAK959N,한국이네오스스티롤루션(주),울산광역시 남구 상개로 143 ,합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAK972N,한솔제지(주),울산광역시 남구 처용로 524 (성암동),지정 외 폐기물 처리업,염산,7647-01-0,울산광역시,남구
2024,ABT942N,한화솔루션(주) 울산2,울산광역시 남구 산업로440번길 22 한화솔루션(주) 울산2,합성수지 및 기타 플라스틱 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AAW599N,한화솔루션(주)울산1,울산광역시 남구 상개로 141 (상개동) 한화케미칼(주)울산 1공장,석유화학계 기초 화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,AEP082N,현대모비스(주) 울산전동화공장,울산광역시 북구 이화산업1길 9 ,축전지 제조업,염산,7647-01-0,울산광역시,북구
2024,AAK996N,홍인화학(주),울산광역시 남구 사평로 216 ,기타 기초 무기화학 물질 제조업,염산,7647-01-0,울산광역시,남구
2024,ABB381N,효성티앤씨(주) 울산공장,울산광역시 남구 납도로 30 효성티앤씨(주) 울산공장,합성섬유 제조업,염산,7647-01-0,울산광역시,남구
2024,ABB312N,  효성화학(주)용연2공장,울산광역시 남구 처용로487번길 65 효성화학(주)용연2공장,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABB383N, 에이치에스효성첨단소재(주) 울산공장,울산광역시 남구 납도로 30 효성첨단소재(주) 울산공장,그 외 기타 분류 안된 섬유제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK420N,(주)LG생활건강,울산광역시 울주군 온산읍 이진로 19 (주)LG생활건강,계면활성제 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAP279N,(주)LG생활건강 울산공장,울산광역시 울주군 온양읍 덕망로 275 ,"치약, 비누 및 기타 세제 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK422N,(주)LX하우시스 울산공장,울산광역시 울주군 온양읍 덕망로 275 (주)LX하우시스 울산공장,벽 및 바닥 피복용 플라스틱 제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAW263N,(주)금정,울산광역시 울주군 삼남면 가천금사길 208-13 (주)금정,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK432N,(주)금정 온산지점,울산광역시 울주군 온산읍 산남길 17-22 (주)금정 온산지점,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABQ236N,(주)네오 2공장,울산광역시 울주군 온산읍 우봉강양로 3-92 (주)네오2공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFL860N,(주)대경오앤티,울산광역시 울주군 삼동면 암리하방길 74 ,단미사료 및 기타 사료 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK446N,(주)대원에스앤피,울산광역시 북구 효암로 84-13 (명촌동),기타 구조용 금속제품 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAK448N,(주)대정티씨 울산공장,울산광역시 남구 용잠로40번길 31 (부곡동),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAQ543N,(주)대주,울산광역시 울주군 청량읍 온산로 342-24  (주)대주,기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFH448N,(주)대협스프레이,울산광역시 울주군 서생면 에너지산업6로 55 (주)대협스프레이,선박 구성 부분품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK456N,(주)동남유화,울산광역시 남구 용연로 273 (황성동),기타 석유 정제물 재처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABO205N,(주)디엔오토모티브 울산1공장,울산광역시 울주군 온산읍 처용산업2길 12 (주)디티알오토모티브,축전지 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK470N,(주)메크로졸,울산광역시 울주군 삼남읍 가천금사길 224-6 ,접착제 및 젤라틴 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAP259N,(주)모던,울산광역시 북구 중산산업로 66 (중산동) ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABP660N,(주)무학 울산공장,울산광역시 울주군 삼남면 반구대로 716 (주)무학 울산공장,소주 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK477N,(주)보광울산공장,울산광역시 남구 여천로217번길 3 (주)보광 울산공장,"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK478N,(주)보명,울산광역시 남구 신여천로35번길 40 (여천동) ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAP769N,(주)부승화학,울산광역시 울주군 온산읍 회학3길 28 (학남리)(주)부승화학 ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AEO413N,(주)블루골드,울산광역시 울주군 청량읍 상개로 14 ,산업용수 공급업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABQ080N,(주)비봉케미칼,울산광역시 울주군 온산읍 화산로 219 (주)비봉케미칼,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAQ544N,(주)삼광,"울산광역시 남구 용연로248번길 83 (황성동, 삼광)(주) 삼광 삼광",기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAQ553N,(주)삼산케미칼,울산광역시 울주군 웅촌면 은현공단1길 24-2 삼산케미칼(주),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK488N,(주)삼양사 울산1공장,울산광역시 남구 장생포로 285 (주)삼양사 울산1공장,설탕 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABM901N,(주)삼양사 울산2공장,울산광역시 남구 매암로 115 (주)삼양사 울산2공장,전분제품 및 당류 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ADH968N,(주)서연이화,울산광역시 북구 효암로 336 (연암동) 울산공장 ,자동차 차체용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ACB447N,(주)신산,울산광역시 북구 진장유통로 16 2103,액체 여과기 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABR344N,(주)신솔화학,울산광역시 남구 신화로 101 (야음동),기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAR979N,(주)씨티알모빌리티,울산광역시 북구 모듈화산업로 115 (주)씨티알모빌리티,그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAK507N,(주)에스에이치지앤씨,울산광역시 남구 여천로 215-47 (여천동) ,"치약, 비누 및 기타 세제 제조업",수산화나트륨,1310-73-2,울산광역시,남구
2024,ABO458N,(주)에코비트에너지 울산,울산광역시 남구 여천로 228 (여천동),"증기, 냉ㆍ온수 및 공기 조절 공급업",수산화나트륨,1310-73-2,울산광역시,남구
2024,ABT563N,(주)에코케미칼,울산광역시 남구 신두왕로 39 두왕동,접착제 및 젤라틴 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK519N,(주)에코텍,울산광역시 울주군 청량읍 온산로 732-3 (주)에코텍,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AEN381N,(주)에팩,울산광역시 남구 부두로 50 (주)에팩,"증기, 냉ㆍ온수 및 공기 조절 공급업",수산화나트륨,1310-73-2,울산광역시,남구
2024,ABC338N,(주)엘지화학 온산공장,울산광역시 울주군 온산읍 이진로 19 (주)엘지화학 온산공장,화학 살균ㆍ살충제 및 농업용 약제 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAR219N,(주)오뚜기 삼남공장,울산광역시 울주군 삼남면 반구대로 149 ,기타 식품 첨가물 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK525N,(주)오성기업,울산광역시 울주군 온산읍 회학3길 10 (주)오성기업,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFF139N,(주)우룡 울산공장,울산광역시 울주군 온산읍 우봉강양로 3-86 ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAZ360N,(주)워켐,울산광역시 울주군 온산읍 회학3길 56-11 ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABJ239N,(주)유니드,울산광역시 남구 상개로 142 (주)유니드,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK537N,(주)유니큰 온산공장,울산광역시 울주군 온산읍 원산로 59 (주)유니큰 온산공장,지정 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABV951N,(주)이노켐,울산광역시 울주군 온양읍 지더블유산업3길 6 (주)이노켐,그 외 기타 금속 가공업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AEL812N,(주)이수스페셜티케미컬 온산공장,울산광역시 울주군 온산읍 석당길 8 주식회사 이수스페셜티케미컬,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAC018N,(주)이수화학 온산공장,울산광역시 울주군 온산읍 석당길 8 (주)이수화학 온산공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK872N,(주)이수화학 울산공장,울산광역시 남구 사평로 108-224 (부곡동),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK540N,(주)이엔에프테크놀로지,울산광역시 남구 상개로 66 (상개동),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABU101N,(주)일신화학 온산공장,울산광역시 울주군 온산읍 석당길 75 (주)일신화학 온산공장,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACA534N,(주)자연산업,울산광역시 남구 여천로 236 (주)자연산업,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK547N,(주)정일스톨트헤븐울산,울산광역시 울주군 온산읍 산암로 297 ,위험 물품 보관업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAW286N,(주)제이엠씨,울산광역시 울주군 온산읍 이진로 71 (주)제이엠씨,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABY206N,(주)제이테크,울산광역시 울주군 온산읍 화산1길 2 (주)제이테크,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK548N,(주)제일화성,울산광역시 울주군 온산읍 회학3길 38-16 울산광역시 울주군 회학3길 38-16 (온산읍),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AEZ669N,(주)케이디파워텍,울산광역시 울주군 온산읍 당월로 456-61 ,기타 발전업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAU171N,(주)코리아에어텍 온산공장,울산광역시 울주군 온산읍 온산로 134 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK562N,(주)코엔텍,울산광역시 남구 용잠로 328 (주)코엔텍,지정 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABJ107N,(주)태성산업,울산광역시 울주군 온산읍 회학3길 38-3 (주)태성산업,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAS000N,(주)티에스케이워터(울산 방어진공공하수처리시설),울산광역시 동구 미포산업로 188 (미포동) ,하수 처리업,수산화나트륨,1310-73-2,울산광역시,동구
2024,ABC358N,(주)팜한농 울산공장,울산광역시 남구 납도로 156 (주)팜한농 울산공장,복합비료 및 기타 화학비료 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK572N,(주)풍산울산사업장,울산광역시 울주군 온산읍 산암로 94 (주)풍산 울산사업장,"동 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK574N,(주)피엔티,울산광역시 울주군 온산읍 산암로 94 (주)피엔티,도금업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK575N,(주)피제이산업,울산광역시 울주군 웅촌면 은현공단3길 19 (주)피제이산업,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK427N,(주)하트,울산광역시 울주군 상북면 길천산업로 51 (주)하트,도장 및 기타 피막 처리업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAV987N,(주)한국하우톤,울산광역시 울주군 공단로 375 ,윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK583N,(주)한솔케미칼울산공장,울산광역시 남구 납도로 116 (주)한솔케미칼울산공장,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABR577N,(주)한울화학,울산광역시 남구 용연로98번길 18 (용연동),기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABO608N,(주)한유에스케이이티에스 울산공장,울산광역시 남구 처용로 108 (선암동),윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK589N,(주)한주,울산광역시 남구 사평로 60  (부곡동 625) ,"증기, 냉ㆍ온수 및 공기 조절 공급업",수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK590N,(주)한주제염공장,울산광역시 남구 사평로 35 (주)한주제염공장,가공 및 정제염 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ADE878N,(주)한축산업,울산광역시 울주군 언양읍 반구대로 1204-15 (주)한축산업 ,육류 도축업(가금류 제외),수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABC008N,(주)한화 온산공장,울산광역시 울주군 온산읍 산남길 32 (주)한화 온산공장,"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK593N,(주)헤라실업,울산광역시 남구 용연로50번길 94 헤라실업,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABR375N,(주)현대케미칼,울산광역시 남구 장생포로19번길 29 (여천동),일반용 도료 및 관련제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFB130N,(주)후성,울산광역시 남구 장생포로 256 (주)후성,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABT720N,GS에코메탈(주),울산광역시 울주군 온산읍 화산1길 75-34 GS에코메탈(주),기타 1차 비철금속 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFA769N,KH에코텍,울산광역시 울주군 온산읍 화산1길 13-28 KH에코텍,"기타 비철금속 제련, 정련 및 합금 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAC051N,KPX케미칼(주)울산공장,울산광역시 남구 납도로 103(여천동) KPX케미칼(주),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABT534N,NC울산(주),울산광역시 남구 용잠로 339 (용잠동),지정 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABN167N,SK가스(주),울산광역시 남구 용잠로 566 SK가스(주),연료용 가스 제조 및 배관공급업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFH464N,SK가스(주) CEC,울산광역시 남구 신항로852번길 9 ,연료용 가스 제조 및 배관공급업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAY880N,SK에너지 주식회사 울산CLX,울산광역시 남구 신여천로 2 ,원유 정제처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAX693N,SK온주식회사 SK엔무브울산CLX,울산광역시 남구 신여천로 2 ,윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABX890N,㈜씨엠원,울산광역시 울주군 온산읍 화산2길 12 ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACH979N,고도화학(주),울산광역시 울주군 온산읍 회학3길 56-5  ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK655N,금강공업(주),울산광역시 울주군 삼남면 반구대로 359 금강공업(주),기타 구조용 금속제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFG834N,금강알미늄(주),울산광역시 울주군 언양읍 반천산업로 5 ,"알루미늄 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
