reportYear,bplcId,bplcNm,locplcAdres,induty,matterNm,casNo,ctprvnCdRmate,signguCdRmate
2024,AAK661N,금호석유화학(주)울산고무공장,울산광역시 남구 상개로 64 금호석유화학(주) 울산고무공장,합성고무 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK662N,금호석유화학(주)울산수지공장,울산광역시 남구 처용로 260-257 금호석유화학(주) 울산수지공장,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAV788N,금호섬유공업,울산광역시 울주군 웅촌면 고연공단2길 37-15 ,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFK869N,노동자종합복지회관,울산광역시 남구 삼산중로 144 ,사업시설 유지ㆍ관리 서비스업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABN181N,대륙금속㈜,울산광역시 울주군 청량읍 처용산업5길 51 대륙금속㈜,그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACP957N,대성석유화학(주),울산광역시 울주군 온산읍 화산1길 62 화산1길 62 ,윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK677N,대송정밀화학,울산광역시 울주군 온산읍 회학3길 56-10 대송정밀화학,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABQ325N,대암산업(주),울산광역시 남구 용연로98번길 16 (용연동),도장 및 기타 피막 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABC215N,대한유화(주) 울산공장,울산광역시 남구 처용로 260-158 남구 부곡동(178번지),합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK687N,대한유화(주)온산공장,울산광역시 울주군 온산읍 온산로 134 대한유화(주)온산공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABL327N,대협스프레이,울산광역시 울주군 웅촌면 장기터2길 88 울산광역시 울주군 웅촌면 장기터2길 88        ,선박 구성 부분품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK692N,덕산갈바텍(주),울산광역시 남구 용연로50번길 9 (용연동),도금업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFD267N,덕산네오룩스(주),울산광역시 북구 무룡1로 66 네오룩스 CP사업부,기타 반도체 소자 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAK693N,덕산산업(주),울산광역시 북구 공단길 48 덕산산업(주),선박 구성 부분품 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABQ347N,도담케미칼(주),울산광역시 울주군 온산읍 회학3길 38 502에이호(울산종합비즈니스센터),기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABB976N,동서석유화학주식회사,"울산광역시 남구 사평로 108-70, 1층(부곡동) ",석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABD422N,동희산업(주),울산광역시 남구 처용로 675 동희산업(주),그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAW196N,롯데정밀화학(주),울산광역시 남구 여천로217번길 19 (여천동),기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK722N,롯데케미칼(주)울산1공장,울산광역시 남구 사평로 119 ,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK723N,롯데케미칼(주)울산2공장,울산광역시 남구 용연로 184 롯데케미칼㈜ 울산2공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABA300N,린노알미늄(주),울산광역시 울주군 상북면 길천산업로 201 린노알미늄(주),"알루미늄 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AET528N,린데수소에너지 주식회사,울산광역시 남구 용연로 130 효성화학3공장 내,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK728N,명진켐테크,울산광역시 울주군 청량읍 상남1길 16-10 명진켐테크,기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK733N,무림P&P㈜,울산광역시 울주군 온산읍 우봉강양로 3-36 무림P&P㈜,펄프 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAX862N,미원화학(주),울산광역시 남구 장생포로 247 (매암동) 미원화학(주),기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABR107N,바스프퍼포먼스폴리아마이드코리아(주) 온산,울산광역시 울주군 온산읍 공단로 160 안전환경팀,석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABN708N,부산경남우유협동조합 제2공장,울산광역시 울주군 삼남면 공암공단2길 24 부산경남우유협동조합 제2공장,액상 시유 및 기타 낙농제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK749N,부산주공(주),울산광역시 울주군 온산읍 회학1길 54 ,자동차 엔진용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABN706N,부산주공(주) 울산2공장,울산광역시 울주군 온산읍 처용산업2길 7 부산주공(주) 울산2공장,자동차 엔진용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACJ097N,비케이이엔지(주),울산광역시 울주군 청량읍 상개로 14  ,산업용수 공급업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK759N,삼성에스디아이(주),울산광역시 울주군 삼남읍 반구대로 163 삼성에스디아이(주),축전지 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAP880N,삼영순화(주),울산광역시 울주군 온산읍 대정로 129 (대정리)삼영순화(주) ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAQ565N,삼일화학(주),울산광역시 울주군 청량읍 온산로 347-24 삼일화학(주),기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAV492N,삼전,울산광역시 울주군 삼동면 삼동로 89 ,"알루미늄 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK780N,성창보드(주),울산광역시 울주군 삼남면 강당로 35 성창보드(주),강화 및 재생 목재 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK564N,센트럴터미널코리아(주),울산광역시 남구 용잠로 435 (용잠동 484-11),위험 물품 보관업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK717N,셀라니즈머티리얼즈코리아(주),울산광역시 남구 용잠로 416 셀라니즈머티리얼즈코리아(주),혼성 및 재생 플라스틱 소재 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AEX422N,솔메이드 ,울산광역시 중구 남외1길 48-1 3층,"치약, 비누 및 기타 세제 제조업",수산화나트륨,1310-73-2,울산광역시,중구
2024,AAK789N,송원산업(주) 매암,울산광역시 남구 매암로 14 송원산업(주) 매암,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK792N,수성에스피시티(주),울산광역시 남구 용잠로74번길 18 (부곡동)  ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABA558N,신화이디테크(주),울산광역시 북구 효암로 354-6 (연암동),도장 및 기타 피막 처리업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABL197N,심쿨코리아,울산광역시 울주군 온산읍 공단로 255 울산광역시 울주군 온산읍 공단로 255        ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABR875N,아이엔지켐,울산광역시 중구 강북로 123 이안태화강엑소디움 102-4606,기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,중구
2024,AAK825N,애경바이오팜(주),울산광역시 남구 상개로 81 (상개동),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK814N,애경케미칼(주)울산공장,울산광역시 남구 상개로 81 (상개동),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABO183N,어프로티움 주식회사 울산제3공장,울산광역시 울주군 온산읍 회학2길 34 어프로티움 주식회사 울산제3공장,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABP900N,어프로티움(주) 울산 제2공장,울산광역시 남구 용잠로 169 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACC562N,에너지파크,울산광역시 남구 처용로 695 에너지파크,"지정 외 폐기물 수집, 운반업",수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK815N,에스엔에프코리아(주)울산공장,울산광역시 남구 여천로 215-100 ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACK562N,에스엘티이,울산광역시 울주군 언양읍 반천산업로 108-31 에스엘티이 ,육상 금속 골조 구조재 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AEL874N,에스케이멀티유틸리티 주식회사,울산광역시 남구 처용로 718 SK멀티유틸리티 주식회사,"증기, 냉ㆍ온수 및 공기 조절 공급업",수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK626N,에스케이어드밴스드(주),울산광역시 남구 용연로 299 ,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABA108N,에스케이에어플러스(주),울산광역시 남구 용잠로 255 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACI654N,에스케이에어플러스(주) 울산CO2공장,울산광역시 남구 처용로 72 (여천동) 울산광역시 남구 처용로 72 (여천동) ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFB403N,에스케이온(주) 트레이딩 인터내셔널 울산CLX,울산광역시 남구 처용로 849 ,위험 물품 보관업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAY879N,에스케이지오센트릭 주식회사 울산CLX,울산광역시 남구 신여천로 2 (SK(주))  SK종합화학,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ADM504N,에스케이케미칼(주),울산광역시 남구 처용로 718 ,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AEP574N,에스티에이씨(주),"울산광역시 남구 산업로 24 상개동, sk합성수지공장",석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAY001N,에스티엠(주),울산광역시 울주군 삼남면 반구대로 163 에스티엠(주),축전지 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACN325N,에어프로덕츠코리아(주),울산광역시 남구 처용로487번길 83 (용연동) 에어프로덕츠코리아 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAS268N,에어프로덕츠코리아(주) 울산1공장,울산광역시 울주군 온산읍 석당길 15 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK822N,에이스앤이(주),울산광역시 울주군 온산읍 회학3길 38-7 에이스앤이(주),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABZ934N,에이치디씨폴리올(주),울산광역시 남구 신항로 591-1 에이치디씨폴리올(주),합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACH004N,에이치디현대중공업(주),울산광역시 동구 방어진순환도로 1000 (전하동) 현대중공업(주) 현대중공업(주),강선 건조업,수산화나트륨,1310-73-2,울산광역시,동구
2024,ABT894N,에이치디현대중공업(주)현대소각설비,울산광역시 동구 방어진순환도로 140 현대중공업(주) 현대소각설비,"증기, 냉ㆍ온수 및 공기 조절 공급업",수산화나트륨,1310-73-2,울산광역시,동구
2024,ABD032N,엘에스엠앤엠(주),울산광역시 울주군 온산읍 산암로 148 ,"동 제련, 정련 및 합금 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABL303N,온산수질개선사업소,울산광역시 울주군 온산읍 당월로 118 ,하수 처리업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ADF442N,와이비(YB)금속,울산광역시 울주군 온산읍 화산로 151 ,"알루미늄 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACV578N,용산케미라화학(주),울산광역시 남구 사평로 32  ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFF547N,우수AMS(주)CASCO,울산광역시 울주군 상북면 길천산업로 389 우수AMS(주)CASCO(임대공장),자동차용 신품 동력 전달장치 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK853N,우수기업,울산광역시 남구 처용로 540 (성암동) ,도장 및 기타 피막 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AFA718N,울산 지피에스 주식회사,울산광역시 남구 용잠로 124 울산 지피에스 주식회사,화력 발전업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACP709N,울산과학기술원,울산광역시 울주군 언양읍 유니스트길 50 울산과학기술원 ,기타 교육지원 서비스업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACD010N,울산광역시,"울산광역시 남구 처용로 524 울산광역시 슬러지 처리시설 3,4호기 ",지정 외 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACP545N,울산광역시,울산광역시 울주군 웅촌면 물건너길 43-14 회야수질개선사업소,하수 처리업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACR446N,울산광역시 북구 시설관리공단,울산광역시 북구 호계로 416-31 국민체육센터,종합 스포츠시설 운영업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ADH992N,울산광역시 북구시설관리공단,울산광역시 북구 천곡남로 86 ,종합 스포츠시설 운영업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABA593N,울산광역시상수도사업본부 천상정수사업소 ,울산광역시 울주군 범서읍 당앞로 14-50 울산광역시상수도사업본부 천상정수사업소,생활용수 공급업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK858N,울산광역시용연수질개선사업소,울산광역시 남구 용연로 360 (황성동 600-4),하수 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK859N,울산광역시폐기물매립시설,울산광역시 남구 처용로 524 ,공공관계 서비스업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK860N,울산그린(주)소각시설,울산광역시 남구 처용로 524 ,지정 외 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ADL510N,울산상수도사업본부회야정수사업소,울산광역시 울주군 청량면 대복동천로 797 (동천리 529) ,생활용수 공급업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACV888N,울산시설공단,울산광역시 남구 문수로 44 문수실내수영장,지방행정 집행기관,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACZ075N,울산시설공단,울산광역시 중구 염포로 85-1 동천국민체육센터,지방행정 집행기관,수산화나트륨,1310-73-2,울산광역시,중구
2024,ACP339N,울산시설공단(울산대공원),울산광역시 남구 대공원로 94 울산대공원 아쿠아시스,공공관계 서비스업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAY160N,울산아로마틱스(주),울산광역시 남구 처용로487번길 154 (용연동),석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAZ757N,울산알루미늄(주),울산광역시 남구 부두로 393 (여천동),"알루미늄 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,남구
2024,AAT378N,울산피피,울산광역시 남구 신항로716번길 20 울산광역시 남구 신항로 716번길 20,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABR913N,울트라켐,울산광역시 남구 문수로369번길 41 (옥동),기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABC010N,유나이티드터미널코리아(주)(T3),울산광역시 울주군 온산읍 산암로 381 유나이티드터미널코리아(주),위험 물품 보관업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACB937N,유네코 주식회사,울산광역시 북구 효문2로 87 ,도금업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAZ152N,유니램(주),울산광역시 울주군 삼남면 삼동로 23 유니램주식회사,전구 및 램프 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ADJ050N,유베이스매뉴팩처링아시아주식회사,울산광역시 남구 신여천로 14-101 (여천동) 744번지 ,윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAV494N,의료법인 동강의료재단,울산광역시 중구 태화로 239 (태화동) ,종합병원,수산화나트륨,1310-73-2,울산광역시,중구
2024,AAK870N,이리도스(주),울산광역시 울주군 온산읍 이진로 100 이리도스(주),"염료, 조제 무기 안료, 유연제 및 기타 착색제 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK873N,이스트만화이버코리아(주),울산광역시 남구 용연로 234 이스트만화이버코리아(주),합성섬유 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AEM904N,이에스엠,울산광역시 울주군 언양읍 서문3길 7-1 ,"치약, 비누 및 기타 세제 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABV171N,제이씨드림,울산광역시 울주군 온양읍 남창로 944-2 ,기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAZ849N,제이씨케미칼(주),울산광역시 울주군 온산읍 화산1길 70 제이씨케미칼,바이오 연료 및 혼합물 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFI119N,조일공업 주식회사,울산광역시 북구 무룡1로 57 조일공업주식회사,자동차 차체용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ABW872N,주식회사 켐프,울산광역시 북구 책골길 50 (주)켐프,도금업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAW377N,주식회사바커케미칼코리아,울산광역시 남구 용연로 34(성암동) ,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACQ198N,주식회사일터,울산광역시 울주군 언양읍 공촌3길 6-23 주식회사 일터 ,그 외 기타 플라스틱 제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AER879N,주식회사코지스,울산광역시 울주군 상북면 길천산업로 371 코지스,그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK923N,케이오씨(주),울산광역시 울주군 온산읍 이진로 67-34 ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABV674N,케이잼 주식회사,울산광역시 울주군 온산읍 당월로 216-51 케이잼 주식회사,"동 압연, 압출 및 연신제품 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAP637N,케이지케미칼(주),울산광역시 울주군 온산읍 당월로 322 케이지케미칼(주),"질소 화합물, 질소ㆍ인산 및 칼리질 화학비료 제조업",수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFA621N,코리아에너지터미널(주),울산광역시 남구 신항로852번길 41 ,연료용 가스 제조 및 배관공급업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACT652N,코리아에어텍 울산공장,울산광역시 남구 용잠로 14 (부곡동) 주식회사 코리아에어텍 ,산업용 가스 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK928N,코리아피티지(주),울산광역시 남구 용연로179번길 15 코리아피티지(주),석탄화학계 화합물 및 기타 기초 유기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK929N,코스모화학(주),울산광역시 울주군 온산읍 원봉로 55 코스모화학(주),무기 안료용 금속 산화물 및 관련 제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAP439N,코스포영남파워(주),울산광역시 남구 장생포로 373 코스포영남파워(주),화력 발전업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAX412N,코오롱인더스트리(주)울산공장,울산광역시 남구 사평로 33 코오롱인더스트리(주)울산공장,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ADI012N,코텍코리아,울산광역시 중구 성안11길 32 (성안동) 코텍코리아 ,기타 화학 물질 및 화학제품 도매업,수산화나트륨,1310-73-2,울산광역시,중구
2024,AAK934N,태광산업(주)석유화학2공장,울산광역시 남구 산안로 46 태광산업(주)석유화학2공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABL191N,태성환경연구소,울산광역시 울주군 온산읍 회학3길 56-20 울산광역시 울주군 온산읍 회학3길 56-20        ,그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACS792N,태양정공(주),울산광역시 울주군 온양읍 중광2길 38-9 ,그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABT751N,태영유화(주),울산광역시 울주군 삼남면 가천금사길 224-17 태영유화(주),윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ADH544N,태화환경,울산광역시 남구 두왕로34번길 14 태화환경,물질 성분 검사 및 분석업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AEP956N,태화환경기술(주),"울산광역시 남구 두왕로34번길 14 3층, 5층(선암동, 태화빌딩)",물질 성분 검사 및 분석업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACA888N,티에스켐텍(주) 울산지점,울산광역시 울주군 온산읍 대정로 10-17 티에스켐텍(주) 울산지점,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAQ479N,파미셀(주)케미컬사업부문,울산광역시 울주군 온산읍 공단로 249 파미셀(주)케미컬사업부문,의약용 화합물 및 항생물질 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ACJ014N,하나산업㈜,울산광역시 울주군 두서면 서하구량길 196-17 하나산업(주) ,배합 사료 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK954N,한국동서발전(주) 울산발전본부,울산광역시 남구 용잠로 623 ,화력 발전업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABL725N,한국무브넥스(주) 제 2공장,울산광역시 남구 신여천로35번길 45 ,그 외 자동차용 신품 부품 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAZ136N,한국바스프(주),울산광역시 남구 신여천로 27 한국바스프(주) 울산화성공장,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACR430N,한국석유공사울산지사,울산광역시 울주군 온산읍 온산로 67 한국석유공사 울산지사,위험 물품 보관업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK956N,한국석유공업(주)울산공장,울산광역시 남구 처용로 91  (여천동),기타 석유 정제물 재처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABA636N,한국수력원자력(주)새울원자력본부,울산광역시 울주군 서생면 해맞이로 658-63 한국수력원자력(주)새울원자력본부,원자력 발전업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABO740N,한국수자원공사 울산권지사 온산정수장,울산광역시 울주군 온산읍 온산로 221-16 한국수자원공사 ,산업용수 공급업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAZ770N,한국알콜산업㈜,울산광역시 남구 상개로 66 ,주정 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK961N,한국에이에스케이케미칼즈주식회사,울산광역시 울주군 온산읍 화산3길 34-11 한국에이에스케이케미칼즈(주),그 외 기타 분류 안된 화학제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAK962N,한국엔지니어링플라스틱(주),울산광역시 남구 장생포고래로 84 한국엔지니어링플라스틱(주),합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK959N,한국이네오스스티롤루션(주),울산광역시 남구 상개로 143 ,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ACC328N,한국전구체 주식회사,울산광역시 울주군 온산읍 당월로 216-51 한국전구체 주식회사,축전지 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABT963N,한국제지(주) ,울산광역시 울주군 온산읍 원산로 40 한국제지(주),인쇄용 및 필기용 원지 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AAW768N,한국훅스윤활유(주),울산광역시 울주군 고연로 219-17 ,윤활유 및 그리스 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,AFC195N,한림토건 울산공장,울산광역시 남구 납도로 156 황산공장,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK972N,한솔제지(주),울산광역시 남구 처용로 524 (성암동),지정 외 폐기물 처리업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAV360N,한주라이트메탈(주),울산광역시 울주군 온산읍 산남길 69 한주라이트메탈(주),알루미늄 주물 주조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABO757N,한주라이트메탈(주),울산광역시 울주군 온산읍 화산2길 34-5 한주라이트메탈(주),알루미늄 주물 주조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABL638N,한진케미칼(주),울산광역시 울주군 온산읍 화산로 110-24 한진케미칼(주),일반용 도료 및 관련제품 제조업,수산화나트륨,1310-73-2,울산광역시,울주군
2024,ABT942N,한화솔루션(주) 울산2,울산광역시 남구 산업로440번길 22 한화솔루션(주) 울산2,합성수지 및 기타 플라스틱 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAW599N,한화솔루션(주)울산1,울산광역시 남구 상개로 141 (상개동) 한화케미칼(주)울산 1공장,석유화학계 기초 화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAZ910N,현대건설기계(주) [구 : 현대중공업(주)],울산광역시 동구 방어진순환도로1000 ,건설 및 채광용 기계장비 제조업,수산화나트륨,1310-73-2,울산광역시,동구
2024,AEP082N,현대모비스(주) 울산전동화공장,울산광역시 북구 이화산업1길 9 ,축전지 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAP436N,현대스틸파이프(주),울산광역시 북구 염포로 706 (염포동),강관 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAK986N,현대자동차(주)시트사업부,울산광역시 북구 효산1길 35 ,자동차용 신품 의자 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,AAW723N,현대자동차(주)울산공장,울산광역시 북구 염포로 700 (양정동) ,승용차 및 기타 여객용 자동차 제조업,수산화나트륨,1310-73-2,울산광역시,북구
2024,ACN980N,현대중공업(주) 해양사업부,울산광역시 동구 방어진순환도로 400 (방어동) 현대중공업(주) 해양사업부 ,기타 선박 건조업,수산화나트륨,1310-73-2,울산광역시,동구
2024,ADH969N,호텔롯데롯데호텔울산,울산광역시 남구 삼산로 282 호텔롯데롯데호텔울산,호텔업,수산화나트륨,1310-73-2,울산광역시,남구
2024,AAK996N,홍인화학(주),울산광역시 남구 사평로 216 ,기타 기초 무기화학 물질 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABB381N,효성티앤씨(주) 울산공장,울산광역시 남구 납도로 30 효성티앤씨(주) 울산공장,합성섬유 제조업,수산화나트륨,1310-73-2,울산광역시,남구
2024,ABB317N,효성화학(주) 용연3공장,울산광역시 남구 용연로 130 (용연동),플라스틱 필름 제조업,수산화나트륨,1310-73-2,울산광역시,남구
